episode,score,total_score,eval_score,d2qn_score,d2qn_total_score,d2qn_eval_score
596,135,21807,119.15,182,12889,117.3
597,115,21922,119.17,163,13052,117.34
598,107,22029,119.19,468,13520,117.43
599,134,22163,119.22,61,13581,117.45
600,151,22314,119.25,119,13700,117.47
601,146,22460,119.28,166,13866,117.51
602,345,22805,119.35,142,14008,117.53
603,500,23305,119.46,107,14115,117.56
604,194,23499,119.5,88,14203,117.58
605,265,23764,119.55,114,14317,117.6
606,139,23903,119.58,164,14481,117.63
607,138,24041,119.61,197,14678,117.67
608,136,24177,119.64,171,14849,117.71
609,122,24299,119.66,208,15057,117.75
610,70,24369,119.68,176,15233,117.79
611,49,24418,119.69,217,15450,117.83
612,40,24458,119.7,159,15609,117.87
613,23,24481,119.7,193,15802,117.91
614,21,24502,119.71,196,15998,117.95
615,27,24529,119.71,181,16179,117.98
616,30,24559,119.72,153,16332,118.02
617,44,24603,119.73,112,16444,118.04
618,23,24626,119.73,125,16569,118.06
619,22,24648,119.74,134,16703,118.09
620,29,24677,119.74,135,16838,118.12
621,27,24704,119.75,147,16985,118.15
622,35,24739,119.75,202,17187,118.19
623,93,24832,119.77,195,17382,118.23
624,91,24923,119.79,168,17550,118.27
625,128,25051,119.82,142,17692,118.3
626,145,25196,119.85,127,17819,118.32
627,260,25456,119.9,148,17967,118.35
628,159,25615,119.94,156,18123,118.39
629,303,25918,120,182,18305,118.42
630,144,26062,120.03,171,18476,118.46
631,67,26129,120.04,150,18626,118.49
632,95,26224,120.06,315,18941,118.56
633,111,26335,120.09,161,19102,118.59
634,85,26420,120.1,460,19562,118.68
635,70,26490,120.12,287,19849,118.74
636,44,26534,120.13,182,20031,118.78
637,42,26576,120.13,212,20243,118.82
638,58,26634,120.15,158,20401,118.86
639,114,26748,120.17,134,20535,118.89
640,124,26872,120.2,147,20682,118.92
641,91,26963,120.21,121,20803,118.94
642,175,27138,120.25,116,20919,118.96
643,170,27308,120.29,141,21060,118.99
644,44,27352,120.3,120,21180,119.02
645,52,27404,120.31,193,21373,119.06
646,65,27469,120.32,175,21548,119.09
647,40,27509,120.33,195,21743,119.14
648,76,27585,120.34,251,21994,119.19
649,33,27618,120.35,135,22129,119.21
650,55,27673,120.36,132,22261,119.24
651,59,27732,120.37,134,22395,119.27
652,118,27850,120.4,119,22514,119.29
653,88,27938,120.42,25,22539,119.3
654,141,28079,120.45,131,22670,119.33
655,204,28283,120.49,132,22802,119.35
656,131,28414,120.52,127,22929,119.38
657,123,28537,120.54,125,23054,119.41
658,86,28623,120.56,132,23186,119.43
659,135,28758,120.59,123,23309,119.46
660,139,28897,120.62,140,23449,119.49
661,160,29057,120.65,160,23609,119.52
662,113,29170,120.67,154,23763,119.55
663,123,29293,120.7,131,23894,119.58
664,115,29408,120.72,104,23998,119.6
665,101,29509,120.74,187,24185,119.64
666,99,29608,120.76,181,24366,119.68
667,75,29683,120.78,157,24523,119.71
668,98,29781,120.8,139,24662,119.74
669,95,29876,120.82,174,24836,119.77
670,84,29960,120.83,154,24990,119.81
671,36,29996,120.84,127,25117,119.83
672,92,30088,120.86,131,25248,119.86
673,33,30121,120.87,157,25405,119.89
674,22,30143,120.87,148,25553,119.92
675,32,30175,120.88,108,25661,119.95
676,33,30208,120.89,110,25771,119.97
677,29,30237,120.89,111,25882,119.99
678,28,30265,120.9,116,25998,120.02
679,26,30291,120.9,114,26112,120.04
680,32,30323,120.91,122,26234,120.06
681,30,30353,120.92,116,26350,120.09
682,32,30385,120.92,120,26470,120.11
683,31,30416,120.93,110,26580,120.14
684,27,30443,120.93,146,26726,120.17
685,28,30471,120.94,139,26865,120.19
686,17,30488,120.94,115,26980,120.22
687,28,30516,120.95,128,27108,120.24
688,18,30534,120.95,125,27233,120.27
689,21,30555,120.96,127,27360,120.3
690,16,30571,120.96,120,27480,120.32
691,21,30592,120.97,106,27586,120.34
692,25,30617,120.97,109,27695,120.37
693,29,30646,120.98,114,27809,120.39
694,26,30672,120.98,151,27960,120.42
695,32,30704,120.99,170,28130,120.46
696,30,30734,121,166,28296,120.49
697,30,30764,121,150,28446,120.52
698,26,30790,121.01,182,28628,120.56
699,28,30818,121.01,156,28784,120.59
700,32,30850,121.02,123,28907,120.62
701,91,30941,121.04,123,29030,120.64
702,80,31021,121.05,31,29061,120.65
703,97,31118,121.07,118,29179,120.67
704,85,31203,121.09,126,29305,120.7
705,93,31296,121.11,112,29417,120.72
706,91,31387,121.13,134,29551,120.75
707,83,31470,121.15,121,29672,120.78
708,82,31552,121.16,110,29782,120.8
709,102,31654,121.19,106,29888,120.82
710,83,31737,121.2,112,30000,120.84
711,87,31824,121.22,121,30121,120.87
712,87,31911,121.24,102,30223,120.89
713,36,31947,121.25,139,30362,120.92
714,38,31985,121.25,119,30481,120.94
715,33,32018,121.26,113,30594,120.97
716,32,32050,121.27,129,30723,120.99
717,29,32079,121.27,114,30837,121.02
718,25,32104,121.28,124,30961,121.04
719,28,32132,121.28,122,31083,121.07
720,24,32156,121.29,104,31187,121.09
721,22,32178,121.29,110,31297,121.11
722,24,32202,121.3,102,31399,121.13
723,22,32224,121.3,116,31515,121.16
724,17,32241,121.31,89,31604,121.18
725,22,32263,121.31,42,31646,121.18
726,21,32284,121.32,36,31682,121.19
727,26,32310,121.32,24,31706,121.2
728,24,32334,121.33,28,31734,121.2
729,25,32359,121.33,22,31756,121.21
730,25,32384,121.34,34,31790,121.21
731,30,32414,121.34,36,31826,121.22
732,24,32438,121.35,25,31851,121.23
733,20,32458,121.35,24,31875,121.23
734,24,32482,121.36,36,31911,121.24
735,13,32495,121.36,29,31940,121.24
736,27,32522,121.36,23,31963,121.25
737,28,32550,121.37,28,31991,121.26
738,29,32579,121.38,18,32009,121.26
739,94,32673,121.4,22,32031,121.26
740,98,32771,121.42,23,32054,121.27
741,67,32838,121.43,21,32075,121.27
742,98,32936,121.45,19,32094,121.28
743,90,33026,121.47,19,32113,121.28
744,109,33135,121.49,26,32139,121.29
745,113,33248,121.52,21,32160,121.29
746,104,33352,121.54,27,32187,121.3
747,119,33471,121.56,23,32210,121.3
748,119,33590,121.59,23,32233,121.31
749,110,33700,121.61,18,32251,121.31
750,103,33803,121.63,15,32266,121.31
751,108,33911,121.65,19,32285,121.32
752,101,34012,121.67,19,32304,121.32
753,76,34088,121.69,21,32325,121.32
754,74,34162,121.7,26,32351,121.33
755,77,34239,121.72,18,32369,121.33
756,65,34304,121.73,23,32392,121.34
757,37,34341,121.74,26,32418,121.34
758,33,34374,121.75,21,32439,121.35
759,56,34430,121.76,24,32463,121.35
760,28,34458,121.77,19,32482,121.36
761,40,34498,121.77,22,32504,121.36
762,41,34539,121.78,25,32529,121.37
763,26,34565,121.79,19,32548,121.37
764,29,34594,121.79,14,32562,121.37
765,38,34632,121.8,16,32578,121.38
766,43,34675,121.81,23,32601,121.38
767,36,34711,121.82,19,32620,121.39
768,52,34763,121.83,18,32638,121.39
769,28,34791,121.83,19,32657,121.39
770,28,34819,121.84,21,32678,121.4
771,30,34849,121.85,19,32697,121.4
772,67,34916,121.86,20,32717,121.41
773,88,35004,121.88,15,32732,121.41
774,107,35111,121.9,19,32751,121.41
775,112,35223,121.92,17,32768,121.42
776,106,35329,121.95,18,32786,121.42
777,113,35442,121.97,19,32805,121.42
778,120,35562,121.99,17,32822,121.43
779,113,35675,122.02,14,32836,121.43
780,105,35780,122.04,16,32852,121.43
781,112,35892,122.06,15,32867,121.44
782,105,35997,122.08,18,32885,121.44
783,97,36094,122.1,15,32900,121.44
784,94,36188,122.12,16,32916,121.45
785,81,36269,122.14,16,32932,121.45
786,75,36344,122.16,15,32947,121.45
787,80,36424,122.17,16,32963,121.46
788,86,36510,122.19,13,32976,121.46
789,82,36592,122.21,15,32991,121.46
790,72,36664,122.22,14,33005,121.46
791,87,36751,122.24,14,33019,121.47
792,68,36819,122.25,15,33034,121.47
793,76,36895,122.27,15,33049,121.47
794,85,36980,122.29,14,33063,121.48
795,86,37066,122.31,12,33075,121.48
796,88,37154,122.32,13,33088,121.48
797,23,37177,122.33,15,33103,121.49
798,81,37258,122.34,13,33116,121.49
799,76,37334,122.36,13,33129,121.49
800,89,37423,122.38,13,33142,121.49
801,82,37505,122.4,13,33155,121.5
802,76,37581,122.41,13,33168,121.5
803,80,37661,122.43,12,33180,121.5
804,87,37748,122.45,12,33192,121.5
805,85,37833,122.46,12,33204,121.51
806,30,37863,122.47,14,33218,121.51
807,72,37935,122.48,12,33230,121.51
808,93,38028,122.5,11,33241,121.51
809,87,38115,122.52,10,33251,121.52
810,88,38203,122.54,10,33261,121.52
811,84,38287,122.56,10,33271,121.52
812,94,38381,122.58,11,33282,121.52
813,91,38472,122.6,11,33293,121.52
814,97,38569,122.62,10,33303,121.53
815,90,38659,122.63,9,33312,121.53
816,86,38745,122.65,10,33322,121.53
817,100,38845,122.67,10,33332,121.53
818,86,38931,122.69,9,33341,121.53
819,86,39017,122.71,12,33353,121.54
820,94,39111,122.73,10,33363,121.54
821,91,39202,122.75,11,33374,121.54
822,81,39283,122.76,8,33382,121.54
823,84,39367,122.78,9,33391,121.54
824,93,39460,122.8,11,33402,121.55
825,84,39544,122.82,11,33413,121.55
826,98,39642,122.84,10,33423,121.55
827,98,39740,122.86,9,33432,121.55
828,82,39822,122.88,9,33441,121.56
829,99,39921,122.9,8,33449,121.56
830,106,40027,122.92,10,33459,121.56
831,95,40122,122.94,9,33468,121.56
832,80,40202,122.95,10,33478,121.56
833,93,40295,122.97,11,33489,121.57
834,108,40403,123,10,33499,121.57
835,99,40502,123.02,10,33509,121.57
836,106,40608,123.04,12,33521,121.57
837,105,40713,123.06,8,33529,121.57
838,112,40825,123.08,9,33538,121.58
839,105,40930,123.1,9,33547,121.58
840,110,41040,123.13,9,33556,121.58
841,117,41157,123.15,10,33566,121.58
842,110,41267,123.17,11,33577,121.58
843,114,41381,123.2,12,33589,121.59
844,120,41501,123.22,9,33598,121.59
845,141,41642,123.25,12,33610,121.59
846,120,41762,123.28,10,33620,121.59
847,135,41897,123.3,11,33631,121.59
848,132,42029,123.33,9,33640,121.6
849,133,42162,123.36,14,33654,121.6
850,143,42305,123.39,11,33665,121.6
851,133,42438,123.42,9,33674,121.6
852,139,42577,123.45,11,33685,121.61
853,146,42723,123.48,10,33695,121.61
854,134,42857,123.5,10,33705,121.61
855,144,43001,123.53,10,33715,121.61
856,131,43132,123.56,12,33727,121.61
857,136,43268,123.59,8,33735,121.62
858,164,43432,123.62,9,33744,121.62
859,152,43584,123.65,10,33754,121.62
860,165,43749,123.69,10,33764,121.62
861,156,43905,123.72,13,33777,121.62
862,153,44058,123.75,10,33787,121.63
863,159,44217,123.78,10,33797,121.63
864,169,44386,123.82,10,33807,121.63
865,166,44552,123.85,10,33817,121.63
866,187,44739,123.89,11,33828,121.64
867,172,44911,123.93,11,33839,121.64
868,187,45098,123.97,9,33848,121.64
869,222,45320,124.01,10,33858,121.64
870,230,45550,124.06,10,33868,121.64
871,229,45779,124.11,11,33879,121.65
872,197,45976,124.15,9,33888,121.65
873,238,46214,124.2,9,33897,121.65
874,253,46467,124.25,10,33907,121.65
875,236,46703,124.3,10,33917,121.65
876,266,46969,124.35,10,33927,121.66
877,473,47442,124.45,12,33939,121.66
878,318,47760,124.52,10,33949,121.66
879,150,47910,124.55,12,33961,121.66
880,118,48028,124.57,9,33970,121.66
881,147,48175,124.6,11,33981,121.67
882,126,48301,124.63,11,33992,121.67
883,115,48416,124.65,11,34003,121.67
884,268,48684,124.71,12,34015,121.67
885,376,49060,124.79,13,34028,121.68
886,500,49560,124.89,11,34039,121.68
887,500,50060,124.99,12,34051,121.68
888,500,50560,125.1,10,34061,121.68
889,110,50670,125.12,9,34070,121.69
890,500,51170,125.22,10,34080,121.69
891,500,51670,125.33,11,34091,121.69
892,499,52169,125.43,11,34102,121.69
893,500,52669,125.53,9,34111,121.69
894,500,53169,125.64,10,34121,121.7
895,240,53409,125.69,11,34132,121.7
896,178,53587,125.72,9,34141,121.7
897,168,53755,125.76,9,34150,121.7
898,174,53929,125.79,12,34162,121.7
899,177,54106,125.83,10,34172,121.71
900,162,54268,125.86,10,34182,121.71
901,183,54451,125.9,9,34191,121.71
902,199,54650,125.94,10,34201,121.71
903,199,54849,125.98,9,34210,121.71
904,194,55043,126.02,11,34221,121.72
905,197,55240,126.06,10,34231,121.72
906,177,55417,126.1,11,34242,121.72
907,215,55632,126.15,11,34253,121.72
908,215,55847,126.19,11,34264,121.73
909,201,56048,126.23,11,34275,121.73
910,234,56282,126.28,11,34286,121.73
911,225,56507,126.33,11,34297,121.73
912,216,56723,126.37,14,34311,121.74
913,231,56954,126.42,10,34321,121.74
914,248,57202,126.47,12,34333,121.74
915,257,57459,126.52,11,34344,121.74
916,288,57747,126.58,10,34354,121.74
917,437,58184,126.67,11,34365,121.75
918,319,58503,126.74,9,34374,121.75
919,500,59003,126.84,10,34384,121.75
920,468,59471,126.94,12,34396,121.75
921,500,59971,127.04,16,34412,121.76
922,208,60179,127.09,11,34423,121.76
923,69,60248,127.1,9,34432,121.76
924,85,60333,127.12,11,34443,121.76
925,77,60410,127.13,11,34454,121.76
926,83,60493,127.15,10,34464,121.77
927,56,60549,127.16,12,34476,121.77
928,72,60621,127.18,13,34489,121.77
929,83,60704,127.2,16,34505,121.78
930,128,60832,127.22,15,34520,121.78
931,500,61332,127.33,15,34535,121.78
932,386,61718,127.41,12,34547,121.78
933,306,62024,127.47,16,34563,121.79
934,282,62306,127.53,11,34574,121.79
935,471,62777,127.62,14,34588,121.79
936,273,63050,127.68,18,34606,121.8
937,261,63311,127.73,16,34622,121.8
938,313,63624,127.8,19,34641,121.8
939,329,63953,127.87,18,34659,121.81
940,258,64211,127.92,19,34678,121.81
941,277,64488,127.98,22,34700,121.82
942,334,64822,128.05,14,34714,121.82
943,327,65149,128.11,24,34738,121.82
944,359,65508,128.19,24,34762,121.83
945,449,65957,128.28,31,34793,121.83
946,401,66358,128.37,32,34825,121.84
947,277,66635,128.42,57,34882,121.85
948,460,67095,128.52,139,35021,121.88
949,482,67577,128.62,64,35085,121.9
950,425,68002,128.71,34,35119,121.9
951,500,68502,128.81,24,35143,121.91
952,215,68717,128.85,19,35162,121.91
953,500,69217,128.96,17,35179,121.91
954,315,69532,129.02,20,35199,121.92
955,395,69927,129.1,15,35214,121.92
956,297,70224,129.16,17,35231,121.93
957,300,70524,129.23,22,35253,121.93
958,364,70888,129.3,18,35271,121.93
959,301,71189,129.36,18,35289,121.94
960,326,71515,129.43,12,35301,121.94
961,297,71812,129.49,15,35316,121.94
962,500,72312,129.6,14,35330,121.95
963,500,72812,129.7,15,35345,121.95
964,358,73170,129.77,14,35359,121.95
965,414,73584,129.86,12,35371,121.95
966,500,74084,129.96,17,35388,121.96
967,500,74584,130.07,16,35404,121.96
968,301,74885,130.13,14,35418,121.96
969,315,75200,130.19,10,35428,121.97
970,406,75606,130.28,13,35441,121.97
971,379,75985,130.36,16,35457,121.97
972,495,76480,130.46,15,35472,121.98
973,450,76930,130.55,11,35483,121.98
974,500,77430,130.66,14,35497,121.98
975,358,77788,130.73,10,35507,121.98
976,327,78115,130.8,11,35518,121.98
977,325,78440,130.86,11,35529,121.99
978,322,78762,130.93,13,35542,121.99
979,412,79174,131.02,11,35553,121.99
980,383,79557,131.1,15,35568,122
981,335,79892,131.16,13,35581,122
982,292,80184,131.23,16,35597,122
983,407,80591,131.31,20,35617,122.01
984,500,81091,131.41,20,35637,122.01
985,457,81548,131.51,20,35657,122.01
986,449,81997,131.6,18,35675,122.02
987,417,82414,131.69,20,35695,122.02
988,235,82649,131.74,19,35714,122.03
989,285,82934,131.79,17,35731,122.03
990,500,83434,131.9,17,35748,122.03
991,333,83767,131.97,18,35766,122.04
992,307,84074,132.03,19,35785,122.04
993,413,84487,132.12,20,35805,122.04
994,164,84651,132.15,20,35825,122.05
995,9,84660,132.15,28,35853,122.05
996,9,84669,132.15,25,35878,122.06
997,9,84678,132.16,36,35914,122.07
998,11,84689,132.16,25,35939,122.07
999,9,84698,132.16,27,35966,122.08
1000,10,84708,132.16,31,35997,122.08
1001,10,84718,132.16,23,36020,122.09
1002,10,84728,132.17,26,36046,122.09
1003,9,84737,132.17,37,36083,122.1
1004,10,84747,132.17,67,36150,122.12
1005,248,84995,132.22,52,36202,122.13
1006,10,85005,132.22,71,36273,122.14
1007,10,85015,132.22,84,36357,122.16
1008,10,85025,132.23,207,36564,122.2
1009,9,85034,132.23,362,36926,122.28
1010,10,85044,132.23,321,37247,122.34
1011,10,85054,132.23,212,37459,122.39
1012,9,85063,132.23,129,37588,122.41
1013,12,85075,132.24,213,37801,122.46
1014,9,85084,132.24,279,38080,122.51
1015,9,85093,132.24,251,38331,122.57
1016,10,85103,132.24,187,38518,122.61
1017,10,85113,132.25,406,38924,122.69
1018,10,85123,132.25,218,39142,122.73
1019,9,85132,132.25,500,39642,122.84
1020,10,85142,132.25,500,40142,122.94
1021,9,85151,132.25,500,40642,123.04
1022,8,85159,132.25,500,41142,123.15
1023,10,85169,132.26,500,41642,123.25
1024,10,85179,132.26,500,42142,123.36
1025,9,85188,132.26,500,42642,123.46
1026,10,85198,132.26,500,43142,123.56
1027,11,85209,132.26,500,43642,123.67
1028,11,85220,132.27,500,44142,123.77
1029,9,85229,132.27,500,44642,123.87
1030,9,85238,132.27,500,45142,123.98
1031,10,85248,132.27,493,45635,124.08
1032,12,85260,132.28,500,46135,124.18
1033,14,85274,132.28,500,46635,124.28
1034,10,85284,132.28,500,47135,124.39
1035,10,85294,132.28,500,47635,124.49
1036,12,85306,132.28,500,48135,124.6
1037,9,85315,132.29,500,48635,124.7
1038,14,85329,132.29,490,49125,124.8
1039,11,85340,132.29,500,49625,124.9
1040,13,85353,132.29,434,50059,124.99
1041,13,85366,132.3,392,50451,125.07
1042,15,85381,132.3,411,50862,125.16
1043,240,85621,132.35,463,51325,125.25
1044,404,86025,132.43,386,51711,125.33
1045,171,86196,132.47,393,52104,125.42
1046,13,86209,132.47,418,52522,125.5
1047,12,86221,132.47,443,52965,125.59
1048,12,86233,132.48,404,53369,125.68
1049,12,86245,132.48,399,53768,125.76
1050,12,86257,132.48,395,54163,125.84
1051,11,86268,132.48,344,54507,125.91
1052,13,86281,132.49,364,54871,125.99
1053,9,86290,132.49,378,55249,126.07
1054,12,86302,132.49,266,55515,126.12
1055,12,86314,132.49,300,55815,126.18
1056,8,86322,132.5,257,56072,126.24
1057,11,86333,132.5,282,56354,126.3
1058,9,86342,132.5,290,56644,126.36
1059,8,86350,132.5,275,56919,126.41
1060,10,86360,132.5,290,57209,126.47
1061,10,86370,132.51,284,57493,126.53
1062,9,86379,132.51,296,57789,126.59
1063,10,86389,132.51,316,58105,126.66
1064,11,86400,132.51,345,58450,126.73
1065,9,86409,132.51,252,58702,126.78
1066,8,86417,132.51,273,58975,126.84
1067,11,86428,132.52,262,59237,126.89
1068,10,86438,132.52,230,59467,126.94
1069,10,86448,132.52,241,59708,126.99
1070,9,86457,132.52,250,59958,127.04
1071,10,86467,132.53,244,60202,127.09
1072,11,86478,132.53,245,60447,127.14
1073,8,86486,132.53,238,60685,127.19
1074,9,86495,132.53,251,60936,127.24
1075,9,86504,132.53,242,61178,127.29
1076,11,86515,132.54,199,61377,127.33
1077,9,86524,132.54,201,61578,127.38
1078,9,86533,132.54,109,61687,127.4
1079,9,86542,132.54,180,61867,127.44
1080,13,86555,132.54,169,62036,127.47
1081,12,86567,132.55,107,62143,127.49
1082,10,86577,132.55,171,62314,127.53
1083,10,86587,132.55,157,62471,127.56
1084,10,86597,132.55,123,62594,127.59
1085,14,86611,132.55,114,62708,127.61
1086,9,86620,132.56,123,62831,127.64
1087,10,86630,132.56,121,62952,127.66
1088,11,86641,132.56,115,63067,127.68
1089,11,86652,132.56,118,63185,127.71
1090,12,86664,132.57,121,63306,127.73
1091,11,86675,132.57,108,63414,127.76
1092,12,86687,132.57,103,63517,127.78
1093,12,86699,132.57,124,63641,127.8
1094,14,86713,132.58,156,63797,127.84
1095,183,86896,132.61,125,63922,127.86
1096,438,87334,132.7,131,64053,127.89
1097,192,87526,132.74,118,64171,127.91
1098,178,87704,132.78,95,64266,127.93
1099,170,87874,132.82,117,64383,127.96
1100,173,88047,132.85,116,64499,127.98
1101,176,88223,132.89,99,64598,128
1102,198,88421,132.93,97,64695,128.02
1103,218,88639,132.97,114,64809,128.04
1104,232,88871,133.02,99,64908,128.07
1105,256,89127,133.08,109,65017,128.09
1106,244,89371,133.13,98,65115,128.11
1107,249,89620,133.18,101,65216,128.13
1108,239,89859,133.23,111,65327,128.15
1109,221,90080,133.27,101,65428,128.17
1110,241,90321,133.32,100,65528,128.19
1111,227,90548,133.37,114,65642,128.22
1112,225,90773,133.42,101,65743,128.24
1113,209,90982,133.46,119,65862,128.26
1114,202,91184,133.5,105,65967,128.28
1115,228,91412,133.55,106,66073,128.31
1116,199,91611,133.59,117,66190,128.33
1117,233,91844,133.64,123,66313,128.36
1118,216,92060,133.68,127,66440,128.38
1119,232,92292,133.73,110,66550,128.4
1120,224,92516,133.78,99,66649,128.43
1121,208,92724,133.82,99,66748,128.45
1122,207,92931,133.86,26,66774,128.45
1123,245,93176,133.91,92,66866,128.47
1124,242,93418,133.96,21,66887,128.47
1125,229,93647,134.01,21,66908,128.48
1126,254,93901,134.06,20,66928,128.48
1127,233,94134,134.11,17,66945,128.49
1128,218,94352,134.16,18,66963,128.49
1129,237,94589,134.21,17,66980,128.49
1130,254,94843,134.26,16,66996,128.5
1131,277,95120,134.32,12,67008,128.5
1132,291,95411,134.38,13,67021,128.5
1133,311,95722,134.44,11,67032,128.5
1134,297,96019,134.5,11,67043,128.51
1135,332,96351,134.57,10,67053,128.51
1136,367,96718,134.65,10,67063,128.51
1137,401,97119,134.73,12,67075,128.51
1138,499,97618,134.83,10,67085,128.52
